y_block,x_block,dist,timestamp,trem_id,carro_id
3,19,1789.48134,2025-05-31 4:30:00,1,1
3,20,1709.09496,2025-05-31 4:30:00,1,1
3,21,1453.908001,2025-05-31 4:30:00,1,1
3,22,1520.121622,2025-05-31 4:30:00,1,1
3,23,1822.667876,2025-05-31 4:30:00,1,1
3,24,1788.428398,2025-05-31 4:30:00,1,1
4,0,1797.126097,2025-05-31 4:30:00,1,1
4,1,1873.241976,2025-05-31 4:30:00,1,1
4,2,1472.786239,2025-05-31 4:30:00,1,1
4,3,1495.17565,2025-05-31 4:30:00,1,1
4,4,1681.979426,2025-05-31 4:30:00,1,1
4,5,1748.359022,2025-05-31 4:30:00,1,1
4,6,1829.696587,2025-05-31 4:30:00,1,1
4,7,1773.728817,2025-05-31 4:30:00,1,1
4,8,1582.419735,2025-05-31 4:30:00,1,1
4,9,1506.865008,2025-05-31 4:30:00,1,1
4,10,1646.396685,2025-05-31 4:30:00,1,1
4,11,1825.776767,2025-05-31 4:30:00,1,1
4,12,1737.606357,2025-05-31 4:30:00,1,1
4,13,1777.652009,2025-05-31 4:30:00,1,1
4,14,1641.395267,2025-05-31 4:30:00,1,1
4,15,1512.558803,2025-05-31 4:30:00,1,1
4,16,1497.559597,2025-05-31 4:30:00,1,1
4,17,1798.437621,2025-05-31 4:30:00,1,1
4,18,1837.653178,2025-05-31 4:30:00,1,1
4,19,1725.815405,2025-05-31 4:30:00,1,1
4,20,1722.975949,2025-05-31 4:30:00,1,1
4,21,1475.966101,2025-05-31 4:30:00,1,1
4,22,1475.626266,2025-05-31 4:30:00,1,1
4,23,1778.496585,2025-05-31 4:30:00,1,1
4,24,1853.446095,2025-05-31 4:30:00,1,1
5,0,1779.953426,2025-05-31 4:30:00,1,1
5,1,1819.523999,2025-05-31 4:30:00,1,1
5,2,1501.266502,2025-05-31 4:30:00,1,1
5,3,1497.802187,2025-05-31 4:30:00,1,1
5,4,1702.001703,2025-05-31 4:30:00,1,1
5,5,1768.681339,2025-05-31 4:30:00,1,1
5,6,1810.080681,2025-05-31 4:30:00,1,1
5,7,1842.888187,2025-05-31 4:30:00,1,1
5,8,1559.134268,2025-05-31 4:30:00,1,1
5,9,1494.706891,2025-05-31 4:30:00,1,1
5,10,1630.780734,2025-05-31 4:30:00,1,1
5,11,1793.14878,2025-05-31 4:30:00,1,1
5,12,1752.426561,2025-05-31 4:30:00,1,1
5,13,1809.669545,2025-05-31 4:30:00,1,1
5,14,1638.671041,2025-05-31 4:30:00,1,1
5,15,1427.8862,2025-05-31 4:30:00,1,1
5,16,1526.571281,2025-05-31 4:30:00,1,1
5,17,1844.62912,2025-05-31 4:30:00,1,1
5,18,1776.136412,2025-05-31 4:30:00,1,1
5,19,1775.072414,2025-05-31 4:30:00,1,1
5,20,1742.794542,2025-05-31 4:30:00,1,1
5,21,1529.275302,2025-05-31 4:30:00,1,1
5,22,1491.267176,2025-05-31 4:30:00,1,1
5,23,1829.63161,2025-05-31 4:30:00,1,1
5,24,1839.632158,2025-05-31 4:30:00,1,1
6,0,1779.439369,2025-05-31 4:30:00,1,1
6,1,1804.729349,2025-05-31 4:30:00,1,1
6,2,1475.109281,2025-05-31 4:30:00,1,1
6,3,1479.953561,2025-05-31 4:30:00,1,1
6,4,1711.672307,2025-05-31 4:30:00,1,1
6,5,1802.844432,2025-05-31 4:30:00,1,1
6,6,1812.961707,2025-05-31 4:30:00,1,1
6,7,1809.678891,2025-05-31 4:30:00,1,1
6,8,1564.14121,2025-05-31 4:30:00,1,1
6,9,1490.80174,2025-05-31 4:30:00,1,1
6,10,1668.57008,2025-05-31 4:30:00,1,1
6,11,1782.704277,2025-05-31 4:30:00,1,1
6,12,1810.83206,2025-05-31 4:30:00,1,1
6,13,1804.567558,2025-05-31 4:30:00,1,1
6,14,1638.018606,2025-05-31 4:30:00,1,1
6,15,1443.499835,2025-05-31 4:30:00,1,1
6,16,1534.210658,2025-05-31 4:30:00,1,1
6,17,1776.437541,2025-05-31 4:30:00,1,1
6,18,1773.880679,2025-05-31 4:30:00,1,1
6,19,1795.340844,2025-05-31 4:30:00,1,1
6,20,1745.98006,2025-05-31 4:30:00,1,1
6,21,1498.478409,2025-05-31 4:30:00,1,1
6,22,1523.300366,2025-05-31 4:30:00,1,1
6,23,1779.101421,2025-05-31 4:30:00,1,1
6,24,1829.796675,2025-05-31 4:30:00,1,1
0,0,1756.030507,2025-05-28 18:00:00,1,3
0,1,1694.020784,2025-05-28 18:00:00,1,3
0,2,1474.096612,2025-05-28 18:00:00,1,3
0,3,1449.460253,2025-05-28 18:00:00,1,3
0,4,1662.120541,2025-05-28 18:00:00,1,3
0,5,1722.776183,2025-05-28 18:00:00,1,3
0,6,1714.65238,2025-05-28 18:00:00,1,3
0,7,1719.43422,2025-05-28 18:00:00,1,3
0,8,1524.100009,2025-05-28 18:00:00,1,3
0,9,1501.13794,2025-05-28 18:00:00,1,3
0,10,1632.082644,2025-05-28 18:00:00,1,3
0,11,1740.584459,2025-05-28 18:00:00,1,3
0,12,1733.518618,2025-05-28 18:00:00,1,3
0,13,1742.060114,2025-05-28 18:00:00,1,3
0,14,1636.555366,2025-05-28 18:00:00,1,3
0,15,1455.428411,2025-05-28 18:00:00,1,3
0,16,1545.945995,2025-05-28 18:00:00,1,3
0,17,1707.137268,2025-05-28 18:00:00,1,3
0,18,1706.280684,2025-05-28 18:00:00,1,3
0,19,1701.901762,2025-05-28 18:00:00,1,3
0,20,1646.618446,2025-05-28 18:00:00,1,3
0,21,1495.909202,2025-05-28 18:00:00,1,3
0,22,1509.139563,2025-05-28 18:00:00,1,3
0,23,1699.466406,2025-05-28 18:00:00,1,3
0,24,1696.699311,2025-05-28 18:00:00,1,3
1,0,1699.034831,2025-05-28 18:00:00,1,3
1,1,1687.471936,2025-05-28 18:00:00,1,3
1,2,1484.51069,2025-05-28 18:00:00,1,3
1,3,1493.175887,2025-05-28 18:00:00,1,3
1,4,1636.817027,2025-05-28 18:00:00,1,3
1,5,1745.700016,2025-05-28 18:00:00,1,3
1,6,1708.382831,2025-05-28 18:00:00,1,3
1,7,1713.50447,2025-05-28 18:00:00,1,3
1,8,1535.875327,2025-05-28 18:00:00,1,3
1,9,1529.172014,2025-05-28 18:00:00,1,3
1,10,1567.177188,2025-05-28 18:00:00,1,3
1,11,1707.699874,2025-05-28 18:00:00,1,3
1,12,1676.625705,2025-05-28 18:00:00,1,3
1,13,1746.328475,2025-05-28 18:00:00,1,3
1,14,1598.014058,2025-05-28 18:00:00,1,3
1,15,1524.16062,2025-05-28 18:00:00,1,3
1,16,1531.925859,2025-05-28 18:00:00,1,3
1,17,1682.134089,2025-05-28 18:00:00,1,3
1,18,1679.413884,2025-05-28 18:00:00,1,3
1,19,1757.278741,2025-05-28 18:00:00,1,3
1,20,1675.1336,2025-05-28 18:00:00,1,3
1,21,1506.416647,2025-05-28 18:00:00,1,3
1,22,1497.588951,2025-05-28 18:00:00,1,3
1,23,1686.829946,2025-05-28 18:00:00,1,3
1,24,1740.410478,2025-05-28 18:00:00,1,3
2,0,1708.87431,2025-05-28 18:00:00,1,3
2,1,1684.693762,2025-05-28 18:00:00,1,3
2,2,1492.389073,2025-05-28 18:00:00,1,3
2,3,1474.882781,2025-05-28 18:00:00,1,3
2,4,1650.910301,2025-05-28 18:00:00,1,3
2,5,1737.63901,2025-05-28 18:00:00,1,3
2,6,1723.860437,2025-05-28 18:00:00,1,3
2,7,1687.374379,2025-05-28 18:00:00,1,3
2,8,1608.439078,2025-05-28 18:00:00,1,3
2,9,1490.44602,2025-05-28 18:00:00,1,3
2,10,1608.539748,2025-05-28 18:00:00,1,3
2,11,1651.615564,2025-05-28 18:00:00,1,3
2,12,1700.343846,2025-05-28 18:00:00,1,3
2,13,1728.574589,2025-05-28 18:00:00,1,3
2,14,1657.204519,2025-05-28 18:00:00,1,3
2,15,1484.926306,2025-05-28 18:00:00,1,3
2,16,1528.954926,2025-05-28 18:00:00,1,3
2,17,1679.314048,2025-05-28 18:00:00,1,3
2,18,1678.911973,2025-05-28 18:00:00,1,3
2,19,1725.327134,2025-05-28 18:00:00,1,3
2,20,1676.157778,2025-05-28 18:00:00,1,3
2,21,1491.597487,2025-05-28 18:00:00,1,3
2,22,1503.040538,2025-05-28 18:00:00,1,3
2,23,1771.180975,2025-05-28 18:00:00,1,3
2,24,1700.885959,2025-05-28 18:00:00,1,3
3,0,1659.556765,2025-05-28 18:00:00,1,3
3,1,1716.164686,2025-05-28 18:00:00,1,3
3,2,1484.806191,2025-05-28 18:00:00,1,3
3,3,1440.961109,2025-05-28 18:00:00,1,3
3,4,1681.474519,2025-05-28 18:00:00,1,3
3,5,1687.092151,2025-05-28 18:00:00,1,3
3,6,1737.640556,2025-05-28 18:00:00,1,3
3,7,1669.98118,2025-05-28 18:00:00,1,3
3,8,1572.209395,2025-05-28 18:00:00,1,3
3,9,1500.707992,2025-05-28 18:00:00,1,3
3,10,1587.798623,2025-05-28 18:00:00,1,3
3,11,1650.00776,2025-05-28 18:00:00,1,3
3,12,1717.293357,2025-05-28 18:00:00,1,3
3,13,1678.908283,2025-05-28 18:00:00,1,3
3,14,1610.038127,2025-05-28 18:00:00,1,3
3,15,1472.87174,2025-05-28 18:00:00,1,3
3,16,1564.050114,2025-05-28 18:00:00,1,3
3,17,1693.99566,2025-05-28 18:00:00,1,3
3,18,1675.345508,2025-05-28 18:00:00,1,3
3,19,1737.610364,2025-05-28 18:00:00,1,3
3,20,1632.916008,2025-05-28 18:00:00,1,3
3,21,1443.269372,2025-05-28 18:00:00,1,3
3,22,1485.755842,2025-05-28 18:00:00,1,3
3,23,1706.260541,2025-05-28 18:00:00,1,3
3,24,1707.12477,2025-05-28 18:00:00,1,3
4,0,1760.607383,2025-05-28 18:00:00,1,3
4,1,1688.883282,2025-05-28 18:00:00,1,3
4,2,1494.253419,2025-05-28 18:00:00,1,3
4,3,1504.50658,2025-05-28 18:00:00,1,3
4,4,1673.0592,2025-05-28 18:00:00,1,3
4,5,1725.003153,2025-05-28 18:00:00,1,3
4,6,1668.201533,2025-05-28 18:00:00,1,3
4,7,1765.346305,2025-05-28 18:00:00,1,3
4,8,1536.779811,2025-05-28 18:00:00,1,3
4,9,1480.9561,2025-05-28 18:00:00,1,3
4,10,1654.205911,2025-05-28 18:00:00,1,3
4,11,1723.1835,2025-05-28 18:00:00,1,3
4,12,1741.709741,2025-05-28 18:00:00,1,3
4,13,1700.387502,2025-05-28 18:00:00,1,3
4,14,1617.212194,2025-05-28 18:00:00,1,3
4,15,1542.347856,2025-05-28 18:00:00,1,3
4,16,1534.705916,2025-05-28 18:00:00,1,3
4,17,1715.388052,2025-05-28 18:00:00,1,3
4,18,1728.981455,2025-05-28 18:00:00,1,3
4,19,1688.429371,2025-05-28 18:00:00,1,3
4,20,1659.062439,2025-05-28 18:00:00,1,3
4,21,1505.167042,2025-05-28 18:00:00,1,3
4,22,1525.24,2025-05-28 18:00:00,1,3
4,23,1655.663323,2025-05-28 18:00:00,1,3
4,24,1645.791898,2025-05-28 18:00:00,1,3
5,0,1703.538749,2025-05-28 18:00:00,1,3
5,1,1676.293308,2025-05-28 18:00:00,1,3
5,2,1509.515122,2025-05-28 18:00:00,1,3
5,3,1501.686563,2025-05-28 18:00:00,1,3
5,4,1705.912139,2025-05-28 18:00:00,1,3
5,5,1767.173993,2025-05-28 18:00:00,1,3
5,6,1729.670989,2025-05-28 18:00:00,1,3
5,7,1695.476526,2025-05-28 18:00:00,1,3
5,8,1578.687354,2025-05-28 18:00:00,1,3
5,9,1537.910517,2025-05-28 18:00:00,1,3
5,10,1583.289312,2025-05-28 18:00:00,1,3
5,11,1713.15032,2025-05-28 18:00:00,1,3
5,12,1704.037129,2025-05-28 18:00:00,1,3
5,13,1695.084153,2025-05-28 18:00:00,1,3
5,14,1623.441529,2025-05-28 18:00:00,1,3
5,15,1476.931282,2025-05-28 18:00:00,1,3
5,16,1541.644803,2025-05-28 18:00:00,1,3
5,17,1710.653098,2025-05-28 18:00:00,1,3
5,18,1731.09248,2025-05-28 18:00:00,1,3
5,19,1718.142048,2025-05-28 18:00:00,1,3
5,20,1652.984519,2025-05-28 18:00:00,1,3
5,21,1492.221461,2025-05-28 18:00:00,1,3
5,22,1493.490885,2025-05-28 18:00:00,1,3
5,23,1709.301313,2025-05-28 18:00:00,1,3
5,24,1684.527561,2025-05-28 18:00:00,1,3
6,0,1775.786362,2025-05-28 18:00:00,1,3
6,1,1725.311241,2025-05-28 18:00:00,1,3
6,2,1521.065663,2025-05-28 18:00:00,1,3
6,3,1482.507254,2025-05-28 18:00:00,1,3
6,4,1676.618872,2025-05-28 18:00:00,1,3
6,5,1728.684618,2025-05-28 18:00:00,1,3
6,6,1694.212279,2025-05-28 18:00:00,1,3
6,7,1680.945543,2025-05-28 18:00:00,1,3
6,8,1579.716035,2025-05-28 18:00:00,1,3
6,9,1516.162579,2025-05-28 18:00:00,1,3
6,10,1612.995317,2025-05-28 18:00:00,1,3
6,11,1634.016224,2025-05-28 18:00:00,1,3
6,12,1671.370088,2025-05-28 18:00:00,1,3
6,13,1668.45695,2025-05-28 18:00:00,1,3
6,14,1585.122672,2025-05-28 18:00:00,1,3
6,15,1494.120672,2025-05-28 18:00:00,1,3
6,16,1569.813817,2025-05-28 18:00:00,1,3
6,17,1693.30026,2025-05-28 18:00:00,1,3
6,18,1690.875993,2025-05-28 18:00:00,1,3
6,19,1714.286022,2025-05-28 18:00:00,1,3
6,20,1638.808163,2025-05-28 18:00:00,1,3
6,21,1499.554553,2025-05-28 18:00:00,1,3
6,22,1482.924568,2025-05-28 18:00:00,1,3
6,23,1735.892748,2025-05-28 18:00:00,1,3
6,24,1709.456373,2025-05-28 18:00:00,1,3
0,0,1732.757545,2025-05-28 18:00:00,1,4
0,1,1762.679398,2025-05-28 18:00:00,1,4
0,2,1515.162399,2025-05-28 18:00:00,1,4
0,3,1486.967878,2025-05-28 18:00:00,1,4
0,4,1697.015099,2025-05-28 18:00:00,1,4
0,5,1720.011327,2025-05-28 18:00:00,1,4
0,6,1723.354266,2025-05-28 18:00:00,1,4
0,7,1702.052238,2025-05-28 18:00:00,1,4
0,8,1526.873579,2025-05-28 18:00:00,1,4
0,9,1503.213659,2025-05-28 18:00:00,1,4
0,10,1647.235709,2025-05-28 18:00:00,1,4
0,11,1742.767723,2025-05-28 18:00:00,1,4
0,12,1693.534913,2025-05-28 18:00:00,1,4
0,13,1693.466657,2025-05-28 18:00:00,1,4
0,14,1656.089541,2025-05-28 18:00:00,1,4
0,15,1541.787174,2025-05-28 18:00:00,1,4
0,16,1580.338142,2025-05-28 18:00:00,1,4
0,17,1688.557441,2025-05-28 18:00:00,1,4
0,18,1706.606654,2025-05-28 18:00:00,1,4
0,19,1684.232102,2025-05-28 18:00:00,1,4
0,20,1631.918117,2025-05-28 18:00:00,1,4
0,21,1510.935998,2025-05-28 18:00:00,1,4
0,22,1495.812167,2025-05-28 18:00:00,1,4
0,23,1745.720831,2025-05-28 18:00:00,1,4
0,24,1740.026877,2025-05-28 18:00:00,1,4
1,0,1727.903419,2025-05-28 18:00:00,1,4
1,1,1726.909185,2025-05-28 18:00:00,1,4
1,2,1471.61073,2025-05-28 18:00:00,1,4
1,3,1474.384067,2025-05-28 18:00:00,1,4
1,4,1616.112854,2025-05-28 18:00:00,1,4
1,5,1682.867769,2025-05-28 18:00:00,1,4
1,6,1757.746034,2025-05-28 18:00:00,1,4
1,7,1709.816743,2025-05-28 18:00:00,1,4
1,8,1545.028402,2025-05-28 18:00:00,1,4
1,9,1500.568216,2025-05-28 18:00:00,1,4
1,10,1618.313916,2025-05-28 18:00:00,1,4
1,11,1706.94339,2025-05-28 18:00:00,1,4
1,12,1689.662995,2025-05-28 18:00:00,1,4
1,13,1718.350266,2025-05-28 18:00:00,1,4
1,14,1595.403725,2025-05-28 18:00:00,1,4
1,15,1472.804131,2025-05-28 18:00:00,1,4
1,16,1520.314285,2025-05-28 18:00:00,1,4
1,17,1692.239936,2025-05-28 18:00:00,1,4
1,18,1702.91772,2025-05-28 18:00:00,1,4
1,19,1674.848714,2025-05-28 18:00:00,1,4
1,20,1625.634875,2025-05-28 18:00:00,1,4
1,21,1486.278721,2025-05-28 18:00:00,1,4
1,22,1469.55919,2025-05-28 18:00:00,1,4
1,23,1740.48826,2025-05-28 18:00:00,1,4
1,24,1726.540558,2025-05-28 18:00:00,1,4
2,0,1709.293448,2025-05-28 18:00:00,1,4
2,1,1744.659822,2025-05-28 18:00:00,1,4
2,2,1538.554184,2025-05-28 18:00:00,1,4
2,3,1508.228711,2025-05-28 18:00:00,1,4
2,4,1599.233564,2025-05-28 18:00:00,1,4
2,5,1759.327844,2025-05-28 18:00:00,1,4
2,6,1677.154482,2025-05-28 18:00:00,1,4
2,7,1684.067312,2025-05-28 18:00:00,1,4
2,8,1540.616832,2025-05-28 18:00:00,1,4
2,9,1501.052999,2025-05-28 18:00:00,1,4
2,10,1577.347252,2025-05-28 18:00:00,1,4
2,11,1751.899219,2025-05-28 18:00:00,1,4
2,12,1695.896776,2025-05-28 18:00:00,1,4
2,13,1739.006117,2025-05-28 18:00:00,1,4
2,14,1585.263456,2025-05-28 18:00:00,1,4
2,15,1477.818413,2025-05-28 18:00:00,1,4
2,16,1536.945864,2025-05-28 18:00:00,1,4
2,17,1690.686271,2025-05-28 18:00:00,1,4
2,18,1796.174041,2025-05-28 18:00:00,1,4
2,19,1773.31795,2025-05-28 18:00:00,1,4
2,20,1647.546382,2025-05-28 18:00:00,1,4
2,21,1532.637006,2025-05-28 18:00:00,1,4
2,22,1507.297133,2025-05-28 18:00:00,1,4
2,23,1680.450016,2025-05-28 18:00:00,1,4
2,24,1742.253143,2025-05-28 18:00:00,1,4
3,0,1711.3127,2025-05-28 18:00:00,1,4
3,1,1746.826691,2025-05-28 18:00:00,1,4
3,2,1500.962256,2025-05-28 18:00:00,1,4
3,3,1464.462947,2025-05-28 18:00:00,1,4
3,4,1628.91945,2025-05-28 18:00:00,1,4
3,5,1741.977599,2025-05-28 18:00:00,1,4
3,6,1693.985722,2025-05-28 18:00:00,1,4
3,7,1676.722276,2025-05-28 18:00:00,1,4
3,8,1587.345091,2025-05-28 18:00:00,1,4
3,9,1479.506956,2025-05-28 18:00:00,1,4
3,10,1644.037754,2025-05-28 18:00:00,1,4
3,11,1747.020893,2025-05-28 18:00:00,1,4
3,12,1686.807401,2025-05-28 18:00:00,1,4
3,13,1702.345952,2025-05-28 18:00:00,1,4
3,14,1587.432597,2025-05-28 18:00:00,1,4
3,15,1543.576615,2025-05-28 18:00:00,1,4
3,16,1528.237779,2025-05-28 18:00:00,1,4
3,17,1706.789212,2025-05-28 18:00:00,1,4
3,18,1732.312216,2025-05-28 18:00:00,1,4
3,19,1734.400688,2025-05-28 18:00:00,1,4
3,20,1672.247655,2025-05-28 18:00:00,1,4
3,21,1519.497271,2025-05-28 18:00:00,1,4
3,22,1461.82961,2025-05-28 18:00:00,1,4
3,23,1702.281754,2025-05-28 18:00:00,1,4
3,24,1716.167487,2025-05-28 18:00:00,1,4
4,0,1740.089741,2025-05-28 18:00:00,1,4
4,1,1684.628397,2025-05-28 18:00:00,1,4
4,2,1486.658647,2025-05-28 18:00:00,1,4
4,3,1513.040414,2025-05-28 18:00:00,1,4
4,4,1657.063009,2025-05-28 18:00:00,1,4
4,5,1729.652464,2025-05-28 18:00:00,1,4
4,6,1747.75246,2025-05-28 18:00:00,1,4
4,7,1706.192264,2025-05-28 18:00:00,1,4
4,8,1542.731397,2025-05-28 18:00:00,1,4
4,9,1497.32286,2025-05-28 18:00:00,1,4
4,10,1561.481288,2025-05-28 18:00:00,1,4
4,11,1684.116092,2025-05-28 18:00:00,1,4
4,12,1774.893585,2025-05-28 18:00:00,1,4
4,13,1747.976162,2025-05-28 18:00:00,1,4
4,14,1608.414636,2025-05-28 18:00:00,1,4
4,15,1541.310136,2025-05-28 18:00:00,1,4
4,16,1583.65507,2025-05-28 18:00:00,1,4
4,17,1736.650116,2025-05-28 18:00:00,1,4
4,18,1756.401262,2025-05-28 18:00:00,1,4
4,19,1704.510878,2025-05-28 18:00:00,1,4
4,20,1682.855386,2025-05-28 18:00:00,1,4
4,21,1496.839143,2025-05-28 18:00:00,1,4
4,22,1491.202238,2025-05-28 18:00:00,1,4
4,23,1711.546875,2025-05-28 18:00:00,1,4
4,24,1718.807235,2025-05-28 18:00:00,1,4
5,0,1684.399609,2025-05-28 18:00:00,1,4
5,1,1730.910593,2025-05-28 18:00:00,1,4
5,2,1480.824887,2025-05-28 18:00:00,1,4
5,3,1517.993981,2025-05-28 18:00:00,1,4
5,4,1680.351069,2025-05-28 18:00:00,1,4
5,5,1707.608767,2025-05-28 18:00:00,1,4
5,6,1691.612823,2025-05-28 18:00:00,1,4
5,7,1717.806777,2025-05-28 18:00:00,1,4
5,8,1567.307357,2025-05-28 18:00:00,1,4
5,9,1497.592959,2025-05-28 18:00:00,1,4
5,10,1598.281535,2025-05-28 18:00:00,1,4
5,11,1711.580401,2025-05-28 18:00:00,1,4
5,12,1703.237851,2025-05-28 18:00:00,1,4
5,13,1715.532805,2025-05-28 18:00:00,1,4
5,14,1576.768054,2025-05-28 18:00:00,1,4
5,15,1528.488274,2025-05-28 18:00:00,1,4
5,16,1563.426614,2025-05-28 18:00:00,1,4
5,17,1702.579573,2025-05-28 18:00:00,1,4
5,18,1761.182085,2025-05-28 18:00:00,1,4
5,19,1747.381214,2025-05-28 18:00:00,1,4
5,20,1669.047713,2025-05-28 18:00:00,1,4
5,21,1455.180003,2025-05-28 18:00:00,1,4
5,22,1446.774933,2025-05-28 18:00:00,1,4
5,23,1687.02679,2025-05-28 18:00:00,1,4
5,24,1643.719018,2025-05-28 18:00:00,1,4
6,0,1724.169478,2025-05-28 18:00:00,1,4
6,1,1693.630322,2025-05-28 18:00:00,1,4
6,2,1458.606001,2025-05-28 18:00:00,1,4
6,3,1486.333019,2025-05-28 18:00:00,1,4
6,4,1661.849325,2025-05-28 18:00:00,1,4
6,5,1711.428108,2025-05-28 18:00:00,1,4
6,6,1733.348916,2025-05-28 18:00:00,1,4
6,7,1700.054757,2025-05-28 18:00:00,1,4
6,8,1519.647656,2025-05-28 18:00:00,1,4
6,9,1543.2219,2025-05-28 18:00:00,1,4
6,10,1624.940595,2025-05-28 18:00:00,1,4
6,11,1716.906155,2025-05-28 18:00:00,1,4
6,12,1735.725608,2025-05-28 18:00:00,1,4
6,13,1719.544672,2025-05-28 18:00:00,1,4
6,14,1600.144074,2025-05-28 18:00:00,1,4
6,15,1540.217702,2025-05-28 18:00:00,1,4
