ID_CIRCUITO,MODELO,CATEGORIA,PRIORIDADE,STATUS,NUM_CARRO,NUM_TREM,DATAHORA,picoTensao_kV,correnteSurto_kA
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 01:20:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-01 23:35:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 00:10:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 00:47:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 01:26:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 02:07:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 02:50:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 00:35:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 01:16:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 01:59:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 02:44:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 03:31:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 04:20:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 01:35:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 02:22:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 03:11:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 04:02:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 04:55:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 05:50:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 02:35:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 03:28:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 04:23:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 05:20:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 06:19:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 07:20:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 03:35:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 04:34:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 05:35:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 06:38:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 07:43:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 08:50:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 04:35:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 05:40:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 06:47:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 07:56:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 09:07:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 10:20:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 05:35:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 06:46:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 07:59:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 09:14:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 10:31:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 11:50:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 06:35:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 07:52:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 09:11:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 10:32:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 11:55:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 13:20:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 07:35:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 08:58:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 10:23:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 11:50:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 13:19:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 14:50:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 08:35:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 10:04:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 11:35:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 13:08:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 14:43:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 16:20:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 09:35:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 11:10:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 12:47:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 14:26:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 16:07:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 17:50:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 10:35:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 12:16:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 13:59:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 15:44:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 17:31:50,0.0,0.0
CC1,Modelo-A,Elétrica,1,OK,C1,T1,2025-11-02 19:20:50,0.0,0.0
